id_inmueble,titulo,localizacion,precio,metros_cuadrados,m2_construidos,m2_utiles,habitaciones,baños,terraza,estado,planta,exterior,ascensor,anunciante,anunciante_link,link_inmueble,fecha_inclusion,caracteristicas_basicas,caracteristicas_extras,link_anunciante
107893855,Casa o chalet independiente en venta en Urbanización El Sargento s/n,Barri Batoi - Sargento - Baradello,229000,354,354.0,,5.0,1.0,True,Segunda mano/buen estado,,,,GESTOR DE PROPIEDADES ANDREAS,https://www.idealista.com/pro/gestor-de-propiedades-andreas/,https://www.idealista.com/inmueble/107893855/,2025-09-11,,,
109195492,Piso en venta en Barri Eixample,Alcoy / Alcoi,123000,90,90.0,88.0,2.0,1.0,,Segunda mano/buen estado,Bajo exterior,True,False,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/109195492/,2025-09-11,,,
107894091,Piso en venta en Santa Rosa s/n,Barri Santa Rosa,150000,100,100.0,,3.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,GESTOR DE PROPIEDADES ANDREAS,https://www.idealista.com/pro/gestor-de-propiedades-andreas/,https://www.idealista.com/inmueble/107894091/,2025-09-11,,,
108904276,Piso en venta en Barri Zona Nord,Alcoy / Alcoi,180000,120,120.0,,3.0,2.0,,Segunda mano/buen estado,,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/108904276/,2025-09-11,,,
105459636,"Piso en venta en Avenida País Valencià, 32",Centro - Zona Alta,249400,253,253.0,245.0,5.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,TEAM CONCORDE,https://www.idealista.com/pro/team-concorde/,https://www.idealista.com/inmueble/105459636/,2025-09-11,,,
105459599,"Piso en venta en Plaza Pintor Gisbert, 2",Centro - Zona Alta,238000,201,201.0,177.0,3.0,3.0,,Segunda mano/buen estado,Planta 1ª exterior,True,True,TEAM CONCORDE,https://www.idealista.com/pro/team-concorde/,https://www.idealista.com/inmueble/105459599/,2025-09-11,,,
108775883,Piso en venta en Calle Sant Francesc s/n,Centro - Zona Alta,65000,71,71.0,65.0,2.0,1.0,,Segunda mano/buen estado,Planta 3ª exterior,True,False,Alfa & Omega,https://www.idealista.com/pro/alfa-omega-carolinas-altas/,https://www.idealista.com/inmueble/108775883/,2025-09-11,,,
109027420,Piso en venta en Calle Gabriel Miró,Barri Zona Nord,99900,140,140.0,,4.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/109027420/,2025-09-11,,,
104745204,Ático en venta en Calle Echegaray,Centro - Zona Alta,185000,144,144.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 7ª exterior,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/104745204/,2025-09-11,,,
103476256,Piso en venta en Calle Santa Rosa,Barri Santa Rosa,110000,130,130.0,,4.0,2.0,True,Segunda mano/buen estado,Planta 1ª exterior,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/103476256/,2025-09-11,,,
107720098,Piso en venta en Calle Gabriel Miró,Barri Zona Nord,170000,82,82.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 1ª interior,False,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/107720098/,2025-09-11,,,
106795925,Piso en venta en Calle Doña Amàlia,Centro - Zona Alta,149990,95,95.0,,3.0,2.0,,Segunda mano/buen estado,,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/106795925/,2025-09-11,,,
107427880,Casa o chalet independiente en venta en Camino Caseta Madrid,Barri Santa Rosa,1200,400,400.0,,3.0,2.0,,Segunda mano/buen estado,,,,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/107427880/,2025-09-11,,,
107166315,Casa o chalet en venta en Calle Perú,Barri Eixample,150000,400,400.0,,3.0,2.0,,Segunda mano/buen estado,,,,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/107166315/,2025-09-11,,,
108799474,Piso en venta en Calle Cid,Barri Eixample,48920,45,45.0,,2.0,1.0,,Segunda mano/buen estado,Planta 3ª exterior,True,False,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/108799474/,2025-09-11,,,
108912527,Piso en venta en Calle Sant Jordi,Centro - Zona Alta,185000,130,130.0,129.0,3.0,2.0,,Segunda mano/buen estado,Planta 4ª exterior,True,True,Inmobiliaria carbonell,https://www.idealista.com/pro/inmobiliaria-carbonell-30408/,https://www.idealista.com/inmueble/108912527/,2025-09-11,,,
100950082,Ático en venta en Avenida Alameda Camilo Sesto,Barri Eixample,455000,138,138.0,,3.0,2.0,,Segunda mano/buen estado,Planta 7ª exterior,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/100950082/,2025-09-11,,,
100911633,Piso en venta en Calle els Alçamora,Barri Santa Rosa,133000,140,140.0,,4.0,2.0,,Segunda mano/buen estado,,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/100911633/,2025-09-11,,,
109078627,Piso en venta en Barri Eixample,Alcoy / Alcoi,95000,120,120.0,115.0,5.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/109078627/,2025-09-11,,,
109061323,Piso en venta en Barri Eixample,Alcoy / Alcoi,130000,119,119.0,,3.0,2.0,,Segunda mano/buen estado,,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/109061323/,2025-09-11,,,
108696784,Casa o chalet independiente en venta en Centro - Zona Alta,Alcoy / Alcoi,119000,90,90.0,,2.0,1.0,,Segunda mano/buen estado,,,,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/108696784/,2025-09-11,,,
108337605,Masía en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,759000,848,848.0,,8.0,8.0,True,Segunda mano/buen estado,,,,Kapitalia Inmobiliaria,https://www.idealista.com/pro/kapitalia-inmobiliaria/,https://www.idealista.com/inmueble/108337605/,2025-09-11,,,
107597487,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,380000,258,258.0,,4.0,3.0,True,Segunda mano/buen estado,,,,Kapitalia Inmobiliaria,https://www.idealista.com/pro/kapitalia-inmobiliaria/,https://www.idealista.com/inmueble/107597487/,2025-09-11,,,
108574911,Piso en venta en Barri Zona Nord,Alcoy / Alcoi,124000,90,90.0,86.0,3.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/108574911/,2025-09-11,,,
108960623,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,320000,364,364.0,,3.0,2.0,True,Segunda mano/buen estado,,,,Kapitalia Inmobiliaria,https://www.idealista.com/pro/kapitalia-inmobiliaria/,https://www.idealista.com/inmueble/108960623/,2025-09-11,,,
107797145,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,110000,95,95.0,,4.0,1.0,,Segunda mano/buen estado,,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/107797145/,2025-09-11,,,
107539533,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,165000,140,140.0,,3.0,2.0,,Segunda mano/buen estado,,False,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/107539533/,2025-09-11,,,
107423292,Piso en venta en Calle Primer de Maig,Barri Zona Nord,135000,115,115.0,105.0,4.0,2.0,,Segunda mano/buen estado,Planta 3ª exterior,True,True,Best House Alicante Bulevar-Diputación,https://www.idealista.com/pro/best-house-alicante-bulevar---diputacion/,https://www.idealista.com/inmueble/107423292/,2025-09-11,,,
107884884,Piso en venta en Calle Font de Serelles,Barri Zona Nord,124000,100,100.0,90.0,3.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,Inmobiliaria carbonell,https://www.idealista.com/pro/inmobiliaria-carbonell-30408/,https://www.idealista.com/inmueble/107884884/,2025-09-11,,,
106461773,Piso en venta en Calle Na Saurina d'Entença,Barri Eixample,180000,197,197.0,,3.0,2.0,,Segunda mano/buen estado,,False,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/106461773/,2025-09-11,,,
107510314,Masía en venta en Calle Mariola,Barri Batoi - Sargento - Baradello,550000,1383,1383.0,,10.0,3.0,True,Segunda mano/para reformar,,,,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/107510314/,2025-09-11,,,
106025314,Piso en venta en Calle Sant Josep,Centro - Zona Alta,75000,70,70.0,55.0,2.0,1.0,,Segunda mano/buen estado,,True,False,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/106025314/,2025-09-11,,,
108387255,Piso en venta en Calle Poeta Joan Valls,Barri Eixample,220000,290,290.0,,7.0,3.0,True,Segunda mano/para reformar,Planta 1ª exterior,True,True,TEAM CONCORDE,https://www.idealista.com/pro/team-concorde/,https://www.idealista.com/inmueble/108387255/,2025-09-11,,,
105933194,Ático en venta en Calle Rigobert Albors,Centro - Zona Alta,259000,230,230.0,191.0,5.0,2.0,True,Segunda mano/buen estado,,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/105933194/,2025-09-11,,,
107694949,Piso en venta en Calle Escultor Peresejo,Barri Eixample,117500,120,120.0,,4.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/107694949/,2025-09-11,,,
101279040,Piso en venta en Calle Escultor Peresejo,Barri Eixample,100000,109,109.0,,3.0,2.0,,Segunda mano/buen estado,,False,False,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/101279040/,2025-09-11,,,
108022047,Casa o chalet independiente en venta en Barri Eixample,Alcoy / Alcoi,723759,837,837.0,819.0,10.0,5.0,,Segunda mano/para reformar,,,,TEAM CONCORDE,https://www.idealista.com/pro/team-concorde/,https://www.idealista.com/inmueble/108022047/,2025-09-11,,,
108409004,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,235000,170,170.0,,4.0,2.0,True,Segunda mano/para reformar,,,,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108409004/,2025-09-11,,,
108364311,Piso en venta en Barri Eixample,Alcoy / Alcoi,195000,202,202.0,,6.0,2.0,True,Segunda mano/para reformar,Planta 1ª exterior,True,True,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108364311/,2025-09-11,,,
108393054,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,73000,60,60.0,,2.0,1.0,,Segunda mano/buen estado,,False,False,Gestores inmobiliarios,https://www.idealista.com/pro/adanpadaughters/,https://www.idealista.com/inmueble/108393054/,2025-09-11,,,
107702956,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,380000,258,258.0,,6.0,3.0,True,Segunda mano/buen estado,,,,Avangard Mediterranean Properties,https://www.idealista.com/pro/avangard-mediterranean-properties/,https://www.idealista.com/inmueble/107702956/,2025-09-11,,,
109238378,Piso en venta en Plaza del Centenari,Barri Santa Rosa,110000,90,90.0,74.0,3.0,2.0,,Segunda mano/buen estado,,True,True,C I M E G Consulting,https://www.idealista.com/pro/cimeg-consulting/,https://www.idealista.com/inmueble/109238378/,2025-09-11,,,
109225117,"Piso en venta en Calle Cid, 49",Barri Eixample,143000,101,101.0,91.0,3.0,4.0,,Segunda mano/buen estado,Planta 1ª exterior,True,False,SP AGENCIA INMOBILIARIA,https://www.idealista.com/pro/sp-agencia-inmobiliaria/,https://www.idealista.com/inmueble/109225117/,2025-09-11,,,
108119446,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,249000,354,354.0,,2.0,1.0,True,Segunda mano/buen estado,,,,Abenza inmuebles,https://www.idealista.com/pro/abenza-inmuebles/,https://www.idealista.com/inmueble/108119446/,2025-09-11,,,
109234380,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,42000,40,40.0,37.0,2.0,1.0,,Segunda mano/buen estado,Planta 5ª exterior,True,False,TX CASAS INMOBILIARIA,https://www.idealista.com/pro/tx-casas-inmobiliaria/,https://www.idealista.com/inmueble/109234380/,2025-09-11,,,
107632759,Piso en venta en Calle el Camí,Centro - Zona Alta,165000,141,141.0,126.0,3.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,HogarAbitat,https://www.idealista.com/pro/hogarabitat/,https://www.idealista.com/inmueble/107632759/,2025-09-11,,,
108722427,Piso en venta en Calle Sant Miquel,Centro - Zona Alta,65400,60,60.0,50.0,2.0,1.0,,Segunda mano/para reformar,Planta 2ª exterior,True,False,newproinmo,https://www.idealista.com/pro/newproinmo/,https://www.idealista.com/inmueble/108722427/,2025-09-11,,,
104597928,Casa o chalet independiente en venta en Alcoy,Centro - Zona Alta,1590,1500,1500.0,,11.0,11.0,True,Segunda mano/buen estado,,,,Found Valencia Real Estate,https://www.idealista.com/pro/foundvalencia/,https://www.idealista.com/inmueble/104597928/,2025-09-11,,,
108086235,"Casa o chalet independiente en venta en Via Sense Nom, 52",Centro - Zona Alta,590000,241,241.0,235.0,5.0,2.0,,Segunda mano/buen estado,,,,Mar & Golf Unique Homes,https://www.idealista.com/pro/mar-golf/,https://www.idealista.com/inmueble/108086235/,2025-09-11,,,
105487534,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,249000,354,354.0,330.0,2.0,1.0,,Segunda mano/buen estado,,,,Guillermo MUÑIZ,https://www.idealista.com/pro/guillermo-muniz-92424d40-a570-4452-af4e-eca394afca96/,https://www.idealista.com/inmueble/105487534/,2025-09-11,,,
103711112,"Casa o chalet independiente en venta en Carretera de Cádiz, 16",Centro - Zona Alta,1450,1426,1426.0,1146.0,8.0,5.0,True,Segunda mano/buen estado,,,,Mar de Casas,https://www.idealista.com/pro/mardecasas/,https://www.idealista.com/inmueble/103711112/,2025-09-11,,,
109226210,"Piso en venta en Roig de Corella, 9",Barri Zona Nord,80000,70,70.0,,3.0,1.0,,Segunda mano/buen estado,Planta 4ª exterior,True,False,,,https://www.idealista.com/inmueble/109226210/,2025-09-11,,,
109225678,Chalet adosado en venta en Centro - Zona Alta,Alcoy / Alcoi,150000,475,475.0,,0.0,,,Segunda mano/para reformar,,,,Oportunidad inversión,https://www.idealista.com/pro/oportunidad-inversion/,https://www.idealista.com/inmueble/109225678/,2025-09-11,,,
101806877,Estudio en venta en San Francisco,Centro - Zona Alta,59900,59,59.0,55.0,0.0,1.0,,Segunda mano/buen estado,Planta 4ª exterior,True,False,Soñar Home Consulting,https://www.idealista.com/pro/sonarhomeconsulting/,https://www.idealista.com/inmueble/101806877/,2025-09-11,,,
109228290,Chalet adosado en venta en Barri Eixample,Alcoy / Alcoi,560000,300,300.0,250.0,4.0,4.0,True,Segunda mano/buen estado,,,,TX CASAS INMOBILIARIA,https://www.idealista.com/pro/tx-casas-inmobiliaria/,https://www.idealista.com/inmueble/109228290/,2025-09-11,,,
107846273,Piso en venta en Calle la Sardina,Centro - Zona Alta,78000,100,100.0,,4.0,1.0,True,Segunda mano/buen estado,Planta 1ª exterior,True,True,Grupo Conecta Inmobiliaria,https://www.idealista.com/pro/grupo-conecta-inmobiliaria/,https://www.idealista.com/inmueble/107846273/,2025-09-11,,,
100933633,Masía en venta en Jardines de Brutinel s/n,Barri Batoi - Sargento - Baradello,3500,10140,10140.0,10100.0,20.0,10.0,,Segunda mano/para reformar,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/100933633/,2025-09-11,,,
109218160,"Piso en venta en Calle Sant Joan de Ribera, 55",Centro - Zona Alta,130000,81,81.0,71.0,2.0,2.0,,Segunda mano/buen estado,Planta 1ª exterior,True,False,SP AGENCIA INMOBILIARIA,https://www.idealista.com/pro/sp-agencia-inmobiliaria/,https://www.idealista.com/inmueble/109218160/,2025-09-11,,,
108745744,"Chalet adosado en venta en CL Cavall Bernat, 1",Barri Zona Nord,230000,140,140.0,120.0,3.0,2.0,True,Segunda mano/buen estado,,,,inmobanyeres,https://www.idealista.com/pro/inmobanyeres/,https://www.idealista.com/inmueble/108745744/,2025-09-11,,,
109187478,"Finca rústica en venta en Partida De la loma, 6",Barri Zona Nord,380000,200,200.0,120.0,3.0,2.0,,Segunda mano/buen estado,,,,HOUSES BY THE SEA,https://www.idealista.com/pro/houses-by-the-sea/,https://www.idealista.com/inmueble/109187478/,2025-09-11,,,
108178984,Piso en venta en Calle Vistabella,Barri Santa Rosa,76000,63,63.0,62.0,2.0,1.0,,Segunda mano/buen estado,Planta 1ª exterior,True,False,Investhome,https://www.idealista.com/pro/investhome/,https://www.idealista.com/inmueble/108178984/,2025-09-11,,,
109105892,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,177000,120,120.0,,4.0,2.0,True,Segunda mano/buen estado,,,True,iad España,https://www.idealista.com/pro/iadespana/,https://www.idealista.com/inmueble/109105892/,2025-09-11,,,
109217900,Piso en venta en Calle Mare Ràfols,Barri Santa Rosa,116150,131,131.0,,3.0,2.0,,Segunda mano/para reformar,Planta 5ª exterior,True,False,SA ROQUETA INVESTMENT,https://www.idealista.com/pro/sa-roqueta-investments/,https://www.idealista.com/inmueble/109217900/,2025-09-11,,,
109000098,Piso en venta en Calle Sant Nicolau,Centro - Zona Alta,39000,47,47.0,46.0,,1.0,,Segunda mano/para reformar,Planta 4ª exterior,True,False,RE/MAX TRUE Valencia,https://www.idealista.com/pro/remaxtrue/,https://www.idealista.com/inmueble/109000098/,2025-09-11,,,
108770606,Finca rústica en venta en Centro - Zona Alta,Alcoy / Alcoi,490000,469,469.0,435.0,5.0,3.0,,Segunda mano/buen estado,,,,Clementina Alarcon,https://www.idealista.com/pro/262405711631180447-260428184/,https://www.idealista.com/inmueble/108770606/,2025-09-11,,,
109222303,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,140000,156,156.0,,4.0,2.0,,Segunda mano/buen estado,Planta 2ª,,True,Tarrazó Inmobiliaria,https://www.idealista.com/pro/tarrazo/,https://www.idealista.com/inmueble/109222303/,2025-09-11,,,
109226614,"Caserón en venta en Calle El salt, 23",Barri Eixample,70000,360,360.0,320.0,2.0,1.0,,Segunda mano/para reformar,,,,,,https://www.idealista.com/inmueble/109226614/,2025-09-11,,,
96761312,"Casa o chalet independiente en venta en Llidoner, 2",Barri Batoi - Sargento - Baradello,350000,258,258.0,240.0,4.0,3.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/96761312/,2025-09-11,,,
107846306,Piso en venta en sardina,Centro - Zona Alta,68000,110,110.0,,4.0,1.0,,Segunda mano/para reformar,Planta 2ª exterior,True,True,Grupo Conecta Inmobiliaria,https://www.idealista.com/pro/grupo-conecta-inmobiliaria/,https://www.idealista.com/inmueble/107846306/,2025-09-11,,,
108595373,Piso en venta en Plaza Ramón y Cajal,Centro - Zona Alta,75500,56,56.0,53.0,3.0,1.0,,Segunda mano/buen estado,Planta 4ª interior,False,False,Soñar Home Consulting,https://www.idealista.com/pro/sonarhomeconsulting/,https://www.idealista.com/inmueble/108595373/,2025-09-11,,,
105980519,Piso en venta en Calle Anselm Aracil,Barri Eixample,79900,83,83.0,76.0,3.0,2.0,True,Segunda mano/buen estado,Planta 2ª exterior,True,False,Soñar Home Consulting,https://www.idealista.com/pro/sonarhomeconsulting/,https://www.idealista.com/inmueble/105980519/,2025-09-11,,,
108696796,Piso en venta en Calle Cronista Jordán,Barri Santa Rosa,125000,108,108.0,,4.0,2.0,True,Segunda mano/buen estado,Planta 1ª exterior,True,True,FLIP & GO,https://www.idealista.com/pro/flipgo/,https://www.idealista.com/inmueble/108696796/,2025-09-11,,,
109199231,Piso en venta en Calle Doctor Guerau,Centro - Zona Alta,83475,72,72.0,,2.0,1.0,,Segunda mano/para reformar,Planta 2ª exterior,True,False,SA ROQUETA INVESTMENT,https://www.idealista.com/pro/sa-roqueta-investments/,https://www.idealista.com/inmueble/109199231/,2025-09-11,,,
109161648,Chalet adosado en venta en Calle Perú,Barri Eixample,290000,185,185.0,155.0,3.0,3.0,True,Segunda mano/buen estado,,,,Inmobiliaria carbonell,https://www.idealista.com/pro/inmobiliaria-carbonell-30408/,https://www.idealista.com/inmueble/109161648/,2025-09-11,,,
109048210,Piso en venta en Barri Zona Nord,Alcoy / Alcoi,155000,94,94.0,,4.0,1.0,,Segunda mano/buen estado,,True,False,Buve,https://www.idealista.com/pro/buve/,https://www.idealista.com/inmueble/109048210/,2025-09-11,,,
108396915,Casa o chalet independiente en venta en Calle Sant Joan de Ribera,Centro - Zona Alta,430000,205,205.0,,4.0,3.0,True,Segunda mano/buen estado,,,,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108396915/,2025-09-11,,,
95619444,"Dúplex en venta en Calle Sant Nicolau, 101",Centro - Zona Alta,180000,145,145.0,120.0,3.0,2.0,,Segunda mano/buen estado,Planta 4ª exterior,True,False,,,https://www.idealista.com/inmueble/95619444/,2025-09-11,,,
109184369,Chalet pareado en venta en Calle Cantagallet,Centro - Zona Alta,415000,361,361.0,300.0,4.0,2.0,True,Segunda mano/buen estado,,,,Two & Two Grupo Inmobiliario,https://www.idealista.com/pro/twenty-two-real-estate/,https://www.idealista.com/inmueble/109184369/,2025-09-11,,,
109185830,"Piso en venta en Plaza del Centenari, 45",Barri Santa Rosa,98000,90,90.0,,3.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,Inmobiliaria Blau,https://www.idealista.com/pro/inmobiliariablau/,https://www.idealista.com/inmueble/109185830/,2025-09-11,,,
107860625,Casa o chalet independiente en venta en L'Estepar,Centro - Zona Alta,690000,4303,4303.0,,13.0,4.0,,Segunda mano/para reformar,,,,Mocadi Real Estate Calpe,https://www.idealista.com/pro/mocadi-real-estate-calpe/,https://www.idealista.com/inmueble/107860625/,2025-09-11,,,
109218568,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,140000,156,156.0,146.0,5.0,4.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,SP AGENCIA INMOBILIARIA,https://www.idealista.com/pro/sp-agencia-inmobiliaria/,https://www.idealista.com/inmueble/109218568/,2025-09-11,,,
108902456,Piso en venta en Calle Músic Gonçal Blanes,Centro - Zona Alta,116000,112,112.0,111.0,4.0,2.0,,Segunda mano/para reformar,Planta 3ª exterior,True,True,Inmobiliaria carbonell,https://www.idealista.com/pro/inmobiliaria-carbonell-30408/,https://www.idealista.com/inmueble/108902456/,2025-09-11,,,
106850155,"Casa o chalet independiente en venta en Partida Mariola, 92",Barri Batoi - Sargento - Baradello,249000,354,354.0,,5.0,1.0,True,Segunda mano/buen estado,,,,Altages Inmobiliaria,https://www.idealista.com/pro/altages-inmobiliaria/,https://www.idealista.com/inmueble/106850155/,2025-09-11,,,
109218400,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,61000,50,50.0,45.0,2.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,False,SP AGENCIA INMOBILIARIA,https://www.idealista.com/pro/sp-agencia-inmobiliaria/,https://www.idealista.com/inmueble/109218400/,2025-09-11,,,
107579238,Piso en venta en Calle Santa Rosa,Barri Santa Rosa,175000,145,145.0,,4.0,2.0,True,Segunda mano/buen estado,Planta 1ª exterior,True,True,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/107579238/,2025-09-11,,,
88650204,Piso en venta en Alzamora s/n,Barri Santa Rosa,400000,351,351.0,350.0,5.0,3.0,True,Segunda mano/buen estado,Planta 2ª exterior,True,False,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/88650204/,2025-09-11,,,
105017825,Piso en venta en Barri Eixample,Alcoy / Alcoi,132000,75,75.0,,2.0,2.0,,Segunda mano/buen estado,Bajo exterior,True,False,Kevin Soriano,https://www.idealista.com/pro/kevin-soriano/,https://www.idealista.com/inmueble/105017825/,2025-09-11,,,
109218188,Piso en venta en Barri Eixample,Alcoy / Alcoi,123000,96,96.0,86.0,2.0,2.0,,Segunda mano/buen estado,,True,False,SP AGENCIA INMOBILIARIA,https://www.idealista.com/pro/sp-agencia-inmobiliaria/,https://www.idealista.com/inmueble/109218188/,2025-09-11,,,
96281910,"Masía en venta en Partida Polop Alt, 26",Barri Batoi - Sargento - Baradello,1000,2248,2248.0,2100.0,11.0,4.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/96281910/,2025-09-11,,,
108919420,Piso en venta en Calle Juan Gil Albert,Barri Zona Nord,155000,159,159.0,,4.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108919420/,2025-09-11,,,
89822636,Masía en venta en Partida Mariola s/n,Barri Zona Nord,550000,1339,1339.0,1200.0,10.0,3.0,True,Segunda mano/para reformar,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/89822636/,2025-09-11,,,
108433514,Piso en venta en Camino Caseta Albors,Centro - Zona Alta,165000,126,126.0,,3.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108433514/,2025-09-11,,,
86939336,Chalet pareado en venta en Llometes s/n,Barri Eixample,355000,850,850.0,830.0,5.0,2.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/86939336/,2025-09-11,,,
92887373,Masía en venta en Santa Rosa s/n,Barri Batoi - Sargento - Baradello,400000,450,450.0,400.0,10.0,3.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/92887373/,2025-09-11,,,
106506148,"Finca rústica en venta en Carretera Partida de Los Pagos, 44",Barri Eixample,224000,270,270.0,,6.0,3.0,,Segunda mano/para reformar,,,,Kevin Soriano,https://www.idealista.com/pro/kevin-soriano/,https://www.idealista.com/inmueble/106506148/,2025-09-11,,,
106789653,Casa o chalet independiente en venta en Calle Sant Joan de Ribera,Centro - Zona Alta,700000,256,256.0,,4.0,3.0,,Segunda mano/buen estado,,,,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/106789653/,2025-09-11,,,
